,a_max,a_max_db,vioff,p_opamp
0,3430.631863480521,70.70748233992308,-0.00027023228651196294,0.00017458052123420865
1,3239.612601802115,70.20986159327582,-0.00020768869227639027,0.0001386504346947964
2,3517.3070204044952,70.92420557758669,-0.00024100067436241444,8.667943074297005e-05
3,3247.0505801966756,70.22978107605694,-0.0003089728235167561,0.0002646714788452424
4,3608.9559185218022,71.14763154831314,-0.0003322607721201571,0.00016319975604114036
5,3251.1865721559698,70.24083785152118,-0.00020703742014821828,0.00013665656410043154
6,3522.787581322478,70.93772913361758,-0.00024087096354192088,8.593916087735878e-05
7,3259.9972806350816,70.26434475592522,-0.00030817799561013576,0.00026037278452291775
8,3613.0444777054527,71.15746615803162,-0.00033239370964249505,0.00016158764368974634
9,3250.751656902705,70.23967585158691,-0.00023284262531709734,0.00016123439675418905
10,3542.85477754149,70.9870670172818,-0.0002589097445097748,9.93363858946841e-05
11,3229.364939405932,70.18234251827211,-0.00033925808574441184,0.0003048969557820379
12,3656.3978725559627,71.26106895159634,-0.0003576541485145805,0.00018563830367704126
13,3264.850299253012,70.27726545372963,-0.0002320282984447123,0.00015862701014682628
14,3548.6878280656238,71.00135593785939,-0.0002587164489338479,9.839509568209625e-05
15,3242.729316957546,70.21821395922586,-0.00033837334197488027,0.0002992719191088183
16,3665.595564769372,71.28289092731809,-0.0003578278566989131,0.00018359282401485638
17,3177.7229076106096,70.04232049466918,-0.0002202928394688671,0.00014893509797114096
18,3469.528991274825,70.80541041584911,-0.00025056946204109464,9.250521091816544e-05
19,3174.3168761370507,70.03300556046672,-0.0003262934036115312,0.0002835543582600589
20,3560.579756735863,71.03041436761184,-0.0003470866839188357,0.00017387839743962345
21,3191.5311566202245,70.07998176981556,-0.00021953295446387706,0.00014667137818039872
22,3474.9580715820794,70.81899137627579,-0.0002503994277517475,9.167167170522437e-05
23,3188.103973291036,70.07064953108272,-0.000325355326977102,0.0002786314094519043
24,3569.382401341044,71.05186156093927,-0.00034719901696514936,0.00017205513380491344
25,3207.3021600469083,70.12279753507899,-0.0002456102220840038,0.00017192148859162076
26,3488.955540981133,70.85390870722198,-0.0002691304055924968,0.00010557467224553421
27,3165.829650124697,70.00975084475765,-0.00035721853068396327,0.00032316333739457713
28,3612.346219582929,71.15578735801537,-0.0003743174421520394,0.00019647667721595417
29,3222.1443250919783,70.16289978552038,-0.00024467479732933364,0.00016901656531535222
30,3495.4565493816954,70.87007815916151,-0.00026888634225455605,0.0001045272328921406
31,3181.536129946251,70.05273719011966,-0.0003561796349729528,0.0003169076565257443
32,3623.1030601719667,71.18161375674593,-0.00037445181760698145,0.00019420764888207067
