,v_ref_min,v_ref_max,v_ref_avg,v_ref_sub,v_ref_at_25C,temp_coeff
0,0.8107782968962559,0.8122675051233342,0.8118036288268641,0.0014892082270783202,0.8122591289292055,10.486162851352102
1,0.7400112813433116,0.7443429045032143,0.7425924584966794,0.004331623159902653,0.7431004200236273,33.35070912092959
2,0.8136822259490312,0.815934200377828,0.8153231267251776,0.002251974428796877,0.8158097201513854,15.79319537962199
3,0.8902379284082804,0.8923851146959061,0.8918380757990819,0.0021471862876256687,0.8923284341052389,13.765822198644639
4,0.7400112813433116,0.7443429045032143,0.7425924584966794,0.004331623159902653,0.7431004200236273,33.35070912092959
5,0.8136822259490312,0.815934200377828,0.8153231267251776,0.002251974428796877,0.8158097201513854,15.79319537962199
6,0.8902379284082804,0.8923851146959061,0.8918380757990819,0.0021471862876256687,0.8923284341052389,13.765822198644639
7,0.7398963299492515,0.7425651719193899,0.7416720021464281,0.0026688419701383914,0.7420775572489368,20.574599103483873
8,0.8142167892293026,0.8155389639170015,0.8151393328173105,0.0013221746876989071,0.8155387184940044,9.271676341835006
9,0.8899842466912503,0.8930053214576555,0.8923378511538653,0.0030210747664052295,0.8927411100035664,19.364425555648253
10,0.7398963299492515,0.7425651719193899,0.7416720021464281,0.0026688419701383914,0.7420775572489368,20.574599103483873
11,0.8142167892293026,0.8155389639170015,0.8151393328173105,0.0013221746876989071,0.8155387184940044,9.271676341835006
12,0.8899842466912503,0.8930053214576555,0.8923378511538653,0.0030210747664052295,0.8927411100035664,19.364425555648253
13,0.7337952186121746,0.7361821326730631,0.7355361773012158,0.002386914060888534,0.736045906315123,18.557440912185065
14,0.8059131378530997,0.8080517555753911,0.8074905005248845,0.0021386177222914027,0.8080017625974529,15.143666071754579
15,0.8789535425088015,0.8838292849961558,0.8827332581455609,0.004875742487354229,0.8832479488005668,31.61068420601665
16,0.7337952186121746,0.7361821326730631,0.7355361773012158,0.002386914060888534,0.736045906315123,18.557440912185065
17,0.8059131378530997,0.8080517555753911,0.8074905005248845,0.0021386177222914027,0.8080017625974529,15.143666071754579
18,0.8789535425088015,0.8838292849961558,0.8827332581455609,0.004875742487354229,0.8832479488005668,31.61068420601665
19,0.7340919251798951,0.7355313817707712,0.7351042038887016,0.001439456590876076,0.7355304895491437,11.19397902125636
20,0.8052405192819733,0.8083178382277058,0.8076329496281605,0.003077318945732488,0.8080581810176017,21.79614961932909
21,0.8788519351883902,0.8849940264517067,0.8834989871285136,0.00614209126331644,0.8839217612819679,39.79674543594836
22,0.7340919251798951,0.7355313817707712,0.7351042038887016,0.001439456590876076,0.7355304895491437,11.19397902125636
23,0.8052405192819733,0.8083178382277058,0.8076329496281605,0.003077318945732488,0.8080581810176017,21.79614961932909
24,0.8788519351883902,0.8849940264517067,0.8834989871285136,0.00614209126331644,0.8839217612819679,39.79674543594836
