,v_ref_min,v_ref_max,v_ref_avg,v_ref_sub,v_ref_at_25C,v_gate_min,v_gate_max,v_gate_avg,i_ref_min,i_ref_max,i_ref_avg,i_ref_at_25C,temp_coeff
0,1.031186362687841,1.060512768305729,1.0519215734864247,0.029326405617887907,1.0528843261823837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.23285394209051
1,1.30436246834104,1.329740690878597,1.3168342821539731,0.02537822253755695,1.3185048975623042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.10837900766776
2,1.168101193072824,1.19473175340823,1.1838290933354476,0.026630560335406006,1.183142187573125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.80693128531718
3,1.239223789824196,1.241293272673842,1.2406885499065787,0.0020694828496459206,1.241248878755189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.534799387174408
4,1.31683886689659,1.330192921571688,1.322927796488153,0.01335405467509787,1.3235498479772285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.65618999374295
5,1.162401901997406,1.171743217580227,1.1679674007183547,0.00934131558282103,1.1690690306999054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.73746999690212
6,1.163888874796247,1.168727765595732,1.1676380909958477,0.004838890799484963,1.1683993448992087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.70797163123983
7,1.265898460895734,1.276838419310492,1.27136856961617,0.010939958414758033,1.2721217376086555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.17067791871685
8,1.230426533661195,1.23226441406429,1.2318255476986248,0.0018378804030949603,1.232252624084534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.529022889917142
9,1.174365997425036,1.190919912977345,1.1850120212732893,0.016553915552308895,1.1850191097852523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.9850899546927
10,1.194286666879073,1.196926436488155,1.1962309555995385,0.0026397696090820766,1.196890498770359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.61652317390026
11,1.077891493414789,1.100952348608647,1.0930164730229992,0.023060855193858032,1.093196298255903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.95985297514227
12,1.13822594011833,1.148522502771078,1.145458262625957,0.010296562652748031,1.1457675763737976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.45953071996158
13,1.172375037335602,1.18276286040279,1.179385925853873,0.010387823067187885,1.1795618325160266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.40807929961213
14,1.239889688414497,1.241116940391814,1.2407765837103117,0.001227251977317101,1.241110070192331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.653244421346923
15,1.223905427932629,1.227577034052909,1.2266855801173608,0.0036716061202801686,1.227437589099764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11666856846128
16,1.089837630530344,1.109451062603467,1.1021521882982395,0.01961343207312294,1.102017041679079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.9209120234772
17,1.14305692308931,1.156994437156057,1.1527052612836104,0.013937514066747037,1.1530594434187664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2531818209247
18,1.16416052943772,1.173259778132084,1.1706837361231883,0.00909924869436396,1.1710359348567625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.48982209707625
19,1.035151834035969,1.070578166363481,1.058801448528698,0.03542633232751191,1.0592021057680905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.27173919755904
20,1.229662166270186,1.234094861505404,1.233074411371557,0.004432695235217832,1.2336674108951649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.561838503414915
21,1.113442959058827,1.147118622847234,1.1343463676934007,0.03367566378840703,1.1339847762336344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.25182241921303
22,1.145277829176371,1.149875080821716,1.1487934350597522,0.0045972516453449686,1.1495982421863737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.89172916325923
23,1.099166076783599,1.115025022962624,1.1106264871455833,0.015858946179025057,1.1112841938197573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.8561230824345
24,0.0001466167383592377,0.0002447970526929587,0.00016931240678536138,9.818031433372101e-05,0.00015970613449928703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866.686767030381
25,1.317971087238627,1.320817048047661,1.3192641421578093,0.002845960809034098,1.319380238940872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32583470951236
26,1.195207123385533,1.196929408891843,1.1963626440696125,0.0017222855063099285,1.196898104542938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.228319188168307
27,1.17623167161183,1.182635064750862,1.1808727593769797,0.006403393139032154,1.1811707104206228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.02406538976308
28,1.251386950413522,1.256405580658715,1.2549179174984255,0.005018630245193112,1.2550749842964497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.871020437346655
