,v_ref_min,v_ref_max,v_ref_avg,v_ref_sub,v_ref_at_25C,v_gate_min,v_gate_max,v_gate_avg,i_ref_min,i_ref_max,i_ref_avg,i_ref_at_25C,temp_coeff
18,1.209896942920225,1.213973598346991,1.2130052235771194,0.0040766554267659405,1.2135371190323068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2214670467137
19,1.203551021921876,1.206946273828094,1.2060370697919987,0.003395251906218144,1.20686221014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.09745797957212
20,1.203942489514079,1.207331822318531,1.2064252213086428,0.003389332804452083,1.207253248116385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.064216278006754
21,1.204113284747363,1.207588771648178,1.2066627576240077,0.0034754869008148948,1.207505472472674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.469634045256605
22,1.20755445661794,1.212066124954768,1.2109642743475404,0.004511668336828034,1.2113855562716578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.309921167867138
23,1.207916011534021,1.212473350862951,1.2113585781269856,0.004557339328929988,1.2117822666649247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.518801418518127
24,1.208179586606451,1.212704422149809,1.2116006884133104,0.004524835543357808,1.2120385662613697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.360959890172932
25,1.203603906351899,1.207748872485623,1.2066169277915497,0.0041449661337238375,1.2075241377411652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64500671324804
26,1.204062549334547,1.208165284282181,1.2070485377800284,0.004102734947634135,1.2079544611180513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.437798846401556
27,1.204286419909679,1.208441836833633,1.207312926039333,0.004155416923953936,1.2082291167015993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.68331037619816
28,1.209306571210259,1.213393298366633,1.2124267533623954,0.004086727156373815,1.2129381074952408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.278266285562452
29,1.209697221772926,1.213849771109815,1.2128665559440348,0.004152549336889022,1.2133760431376648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.581921393178142
30,1.20997157274489,1.214120148101626,1.2131367925012881,0.004148575356735851,1.2136560138436978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.55878541374253
31,1.203746210234344,1.207056152470334,1.2061671664806064,0.0033099422359901265,1.206982129202186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.691004726749757
32,1.204154164909088,1.207450991158646,1.2065655518783487,0.0032968262495578493,1.207382357563211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.623624864900101
33,1.204341509499683,1.207712486046281,1.2068098806230942,0.0033709765465979036,1.207639846487308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.972049679639538
34,1.207631245461357,1.212221268160875,1.2110951591281587,0.004590022699518137,1.2115062896999897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.677933669471773
35,1.208001135495762,1.212639743896671,1.211499873159539,0.004638608400908906,1.2119123391245807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.90026116235168
36,1.208267958319832,1.212877736463612,1.2117489222910887,0.004609778143780163,1.2121740169279909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.759606990842894
37,1.203226369914624,1.207545552076707,1.2063634007173412,0.004319182162083157,1.2072908014420651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.475633303214007
38,1.203649766261314,1.207945445053875,1.2067756636802656,0.004295678792560986,1.2077045695601492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.35726049074756
39,1.203827426639319,1.208209623110856,1.2070209976967459,0.0043821964715369255,1.2079648718440492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.763464389645538
40,1.209147763879364,1.213110560264107,1.2121712142968615,0.003962796384743061,1.2127027207928607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.697056828542543
41,1.209523287705875,1.213546406993353,1.2125912687153189,0.004023119287478005,1.2131237644313237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.975313109313195
42,1.209787266601131,1.213798193039328,1.2128420451059923,0.0040109264381971155,1.2133890575349078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.913778802948254
43,1.203322373989242,1.206809891992521,1.2058783090343113,0.0034875180032789554,1.20671533476675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53741131616548
44,1.203706537035343,1.207193642117306,1.2062642738587186,0.003487105081962927,1.207105090243797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.530186464275182
45,1.203864273598501,1.207450021017919,1.2064989848215109,0.003585747419418084,1.207356295632575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99486898042635
46,1.207446670156483,1.211883063895306,1.2108043125915826,0.004436393738822986,1.2112374876322247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.956896455983546
47,1.207805813108584,1.212288358676114,1.2111963410310138,0.004482545567529916,1.2116328519147068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.168222624396066
48,1.208068669140116,1.212517394069592,1.2114354942785814,0.004448724929476011,1.2118880466192308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.004240004243233
