,v_ref_min,v_ref_max,v_ref_avg,v_ref_sub,v_ref_at_25C,temp_coeff
0,0.3545100216001997,0.3564336667253189,0.35499211421951016,0.0019236451251192221,0.35493206849386444,30.923005684779696
1,0.3224783456886226,0.3370117709554366,0.3282074899281658,0.014533425266814004,0.3272267608856744,251.85561477221398
2,0.3255514104276929,0.3382925276478987,0.33034804432810855,0.012741117220205767,0.3301279163507014,219.34789169430087
3,0.3284689331124257,0.3395463586830245,0.3332271533754271,0.01107742557059882,0.33362468641727655,189.51534632988245
4,0.3220141487453811,0.3389937095672205,0.3288207423798749,0.016979560821839434,0.3276069038447319,293.5700706698626
5,0.3248953413410244,0.3402462968054203,0.3309538716183281,0.01535095546439591,0.33047748458572096,263.7626047747757
6,0.3276820464583967,0.3414728207429206,0.3338280084227274,0.01379077428452391,0.33393624819510487,235.53418900645977
7,0.3391690294307743,0.3484001082372105,0.34198702980477097,0.0092310788064362,0.34139272068278514,153.43626949275776
8,0.3420242263858539,0.3494225808286843,0.34359081559036114,0.007398354442830435,0.3427746886964313,122.28362517775265
9,0.3433935096906171,0.3504275763100676,0.34564077343669214,0.007034066619450496,0.34439722040953835,115.86464351652845
10,0.3386001045158458,0.3503056808557431,0.342585242762462,0.011705576339897272,0.3417808951321161,194.18913029007754
11,0.3413042729689854,0.3513121602877424,0.3441899072618223,0.010007887318757014,0.34315258046388863,165.1359245603024
12,0.3441737835240854,0.3523017071870535,0.3462431001230772,0.008127923662968106,0.3447545328244681,133.3723259283118
13,0.3641616506491607,0.3689348635556963,0.3663718140039471,0.004773212906535651,0.36677315027412993,74.41176378432208
14,0.3648794761010873,0.3702143265592189,0.367154026125901,0.00533485045813159,0.3674485164132046,82.9414141445001
15,0.3655877076068542,0.3722487354013383,0.36805224373842804,0.006661027794484076,0.36813361529190936,103.17467056329123
16,0.36587591069866,0.3683674022455626,0.36701134003232716,0.002491491546902591,0.3671654273964941,38.78031792115382
17,0.3665730281809846,0.3693908453044118,0.3677985280090841,0.002817817123427213,0.36784060694964776,43.75707209000469
18,0.3672635070559715,0.37139442154049,0.36870247200241996,0.004130914484518522,0.3685252137613694,63.91382184355046
19,0.3761228003835041,0.388369038047548,0.3803109724540926,0.012246237664043924,0.38028594107271607,183.07193725183257
20,0.3768434297678163,0.388907603188417,0.380991286917482,0.012064173420600677,0.38097377324189924,180.0536489408668
21,0.377555416542238,0.3898607933793973,0.38170649255768174,0.012305376837159265,0.3816598369271187,183.25502682999593
22,0.3780984927241308,0.3874622865084466,0.3809635289293486,0.009363793784315788,0.38067560941447076,139.78613979381387
23,0.3788035876945998,0.3880166940452224,0.38164501231339454,0.009213106350622557,0.3813636884275304,137.3107187100199
24,0.3795020626028593,0.3889978325306025,0.38236223220620824,0.009495769927743203,0.3820500030256511,141.21418308020333
